time,latitude,longitude,depth,mag,magType,place,type
2020-11-08T21:49:23.350Z,366.578.333,-1.212.791.667,4.4,2.7,md,"15km SSE of Tres Pinos, CA",earthquake
2020-11-08T21:44:20.091Z,278.789,877.996,45.8,4.1,mb,"79 km NW of Gyalshing, India",earthquake
2020-11-08T21:22:21.905Z,54.586,-1.596.065,27.4,2.5,ml,"101 km SE of Sand Point, Alaska",earthquake
2020-11-08T21:19:55.018Z,318.969,-1.034.606,5.16,2.7,mb_lg,"24 km NNE of Mentone, Texas",earthquake
2020-11-08T21:01:53.669Z,-73.964,128.075,148.15,4.4,mb,"171 km NE of Lospalos, Timor Leste",earthquake
2020-11-08T20:54:42.139Z,-22.781,1.191.123,57.19,4.3,mb,"Sulawesi, Indonesia",earthquake
2020-11-08T20:53:01.190Z,17.963,-669.445,7,2.69,md,"3 km WSW of Guánica, Puerto Rico",earthquake
2020-11-08T20:48:41.600Z,376.315,-1.194.033.333,11.79,2.61,md,"20km SE of Yosemite Valley, CA",earthquake
2020-11-08T20:36:34.480Z,376.388.333,-119.403,10.07,2.5,md,"19km SE of Yosemite Valley, CA",earthquake
2020-11-08T20:06:48.448Z,61.537,-1.498.214,39.6,3,ml,"7 km ENE of Big Lake, Alaska",earthquake
2020-11-08T19:37:11.381Z,660.808,-1.525.525,10.6,2.8,ml,"51 km S of New Allakaket, Alaska",earthquake
2020-11-08T19:32:22.397Z,-66.075,1.271.651,413.72,4.2,mb,"212 km N of Lospalos, Timor Leste",earthquake
2020-11-08T19:18:50.073Z,375.914,-1.048.095,5,2.8,mb_lg,"4 km SW of Walsenburg, Colorado",earthquake
2020-11-08T18:57:13.501Z,544.846,-1.598.856,16.3,2.5,ml,"102 km SSE of Sand Point, Alaska",earthquake
2020-11-08T18:54:33.248Z,-305.125,-1.782.975,29.55,4.3,mb,"Kermadec Islands, New Zealand",earthquake
2020-11-08T18:19:09.580Z,627.367,-143.261,2,2.8,ml,"33 km SE of Mentasta Lake, Alaska",earthquake
2020-11-08T18:03:06.712Z,549.334,-1.577.646,33.7,3.3,ml,"139 km SE of Perryville, Alaska",earthquake
2020-11-08T17:14:56.640Z,178.781,-669.223,13,2.66,md,"10 km S of Guánica, Puerto Rico",earthquake
2020-11-08T16:37:26.897Z,-34.301,135.582,30.94,4.4,mb,"11 km SE of Nabire, Indonesia",earthquake
2020-11-08T16:30:23.389Z,614.242,-1.496.803,31.3,2.6,ml,"4 km SE of Knik, Alaska",earthquake
2020-11-08T16:16:49.240Z,178.713,-66.864,11,2.65,md,"12 km SSE of Guánica, Puerto Rico",earthquake
2020-11-08T15:44:18.410Z,-500.366,1.114.444,10,4.3,mb,southeast Indian Ridge,earthquake
2020-11-08T15:22:42.018Z,-81.709,321.647,10,4.3,mb,"45 km NNE of Laela, Tanzania",earthquake
2020-11-08T14:41:32.208Z,-19.018,1.694.152,239.68,4.3,mb,"59 km NNE of Isangel, Vanuatu",earthquake
2020-11-08T14:41:13.016Z,271.375,534.909,10,4.3,mb,"75 km SE of Mohr, Iran",earthquake
2020-11-08T14:32:39.871Z,545.922,-1.594.299,26.9,2.6,ml,"107 km SE of Sand Point, Alaska",earthquake
2020-11-08T14:14:39.790Z,178.523,-668.651,11,2.88,md,"13 km SSE of Guánica, Puerto Rico",earthquake
2020-11-08T14:10:06.959Z,415.212,-709.538,10,3.6,mwr,"10 km S of Bliss Corner, Massachusetts",earthquake
2020-11-08T14:06:44.310Z,17.88,-66.868,11,2.7,md,"10 km SSE of Guánica, Puerto Rico",earthquake
2020-11-08T13:54:50.090Z,178.701,-668.676,11,2.6,ml,"12 km SSE of Guánica, Puerto Rico",earthquake
2020-11-08T13:49:39.383Z,531.198,-1.667.636,29.5,3.4,ml,"85 km S of Unalaska, Alaska",earthquake
2020-11-08T13:29:22.726Z,529.445,1.427.986,10,4.6,mb,"50 km SSW of Tungor, Russia",earthquake
2020-11-08T13:26:25.069Z,334.944,75.735,10,4.4,mb,"20 km N of Kishtwār, India",earthquake
2020-11-08T12:29:08.640Z,192.693,-68.126,29,3.39,md,"81 km NNE of Punta Cana, Dominican Republic",earthquake
2020-11-08T12:19:02.413Z,373.731,71.937,136.98,4.6,mb,"36 km ESE of Khorugh, Tajikistan",earthquake
2020-11-08T12:08:08.615Z,-46.659,423.237,10,4.7,mb,Prince Edward Islands region,earthquake
2020-11-08T11:45:32.888Z,520.085,-1.664.429,33.6,2.9,ml,"194 km ESE of Nikolski, Alaska",earthquake
2020-11-08T11:27:39.930Z,190.451,-653.946,28,3.4,md,"81 km NNE of Luquillo, Puerto Rico",earthquake
2020-11-08T11:20:14.450Z,179.511,-669.631,9,2.93,md,"6 km WSW of Guánica, Puerto Rico",earthquake
2020-11-08T11:19:56.930Z,38.274,-1.089.276.667,-0.32,3.83,ml,"28 km E of La Sal, Utah",earthquake
2020-11-08T11:08:16.260Z,18.992,-653.986,42,3.29,md,"76 km NNE of Luquillo, Puerto Rico",earthquake
2020-11-08T10:46:03.405Z,-57.013,-767.054,44.72,4.6,mb,"47 km NE of Moyobamba, Peru",earthquake
2020-11-08T10:29:56.300Z,189.965,-654.555,25,3.42,md,"74 km NNE of Luquillo, Puerto Rico",earthquake
2020-11-08T10:18:49.710Z,19.063,-654.085,27,3.41,md,"83 km NNE of Luquillo, Puerto Rico",earthquake
2020-11-08T10:04:47.117Z,38.18,-1.178.036,10,3.1,ml,"35 km SE of Mina, Nevada",earthquake
2020-11-08T10:02:08.390Z,179.261,-66.858,8,2.55,md,"6 km SSE of Maria Antonia, Puerto Rico",earthquake
2020-11-08T09:54:06.606Z,-57.425,1.286.934,294.62,4.4,mb,"233 km SSE of Ambon, Indonesia",earthquake
2020-11-08T09:51:35.010Z,190.226,-653.853,25,3.29,md,"79 km NNE of Luquillo, Puerto Rico",earthquake
2020-11-08T09:32:42.801Z,24.203,941.984,63.58,4.3,mb,"39 km SE of Kakching, India",earthquake
2020-11-08T09:26:25.485Z,545.005,-1.598.459,15.7,2.5,ml,"102 km SSE of Sand Point, Alaska",earthquake
2020-11-08T09:22:56.243Z,393.662,408.045,10,4,mb,"19 km WNW of Karlıova, Turkey",earthquake
2020-11-08T09:12:23.801Z,286.287,963.987,10,4.3,mb,"63 km NNW of Hayuliang, India",earthquake
2020-11-08T08:39:10.369Z,604.757,-1.508.744,56.1,2.5,ml,"6 km WSW of Funny River, Alaska",earthquake
2020-11-08T08:07:12.930Z,365.858.333,-1.211.851.667,4.36,2.84,md,"7km NNW of Pinnacles, CA",earthquake
2020-11-08T07:21:57.693Z,54.459,-1.598.297,15.8,3.5,ml,"106 km SSE of Sand Point, Alaska",earthquake
2020-11-08T07:05:05.000Z,357.371.667,-1.211.666.667,5.65,2.63,md,"11km NNE of San Simeon, CA",earthquake
2020-11-08T06:39:38.145Z,543.578,-159.803,15.8,2.9,ml,"117 km SSE of Sand Point, Alaska",earthquake
2020-11-08T06:31:14.877Z,9.512,-282.147,10,5.1,mb,central Mid-Atlantic Ridge,earthquake
2020-11-08T04:56:02.875Z,-207.062,-708.608,10,4.6,mwr,"92 km SW of Iquique, Chile",earthquake
2020-11-08T04:52:45.025Z,544.937,-1.632.676,10,2.5,ml,"41 km SSE of False Pass, Alaska",earthquake
2020-11-08T04:43:43.267Z,11.6879,1.420.384,69.41,4.6,mb,"269 km NE of Fais, Micronesia",earthquake
2020-11-08T04:01:46.369Z,-6.035,1.475.914,52.58,4.2,mb,"64 km NNW of Finschhafen, Papua New Guinea",earthquake
2020-11-08T03:34:28.882Z,-277.808,-711.478,20.62,4.7,mb,"92 km WSW of Copiapó, Chile",earthquake
2020-11-08T03:15:19.803Z,537.353,-1.599.726,10,2.7,ml,"181 km S of Sand Point, Alaska",earthquake
2020-11-08T03:12:19.951Z,549.497,-1.592.644,10,2.6,ml,"89 km ESE of Sand Point, Alaska",earthquake
2020-11-08T03:07:44.556Z,543.764,-1.600.284,10,2.7,ml,"111 km SSE of Sand Point, Alaska",earthquake
2020-11-08T03:05:53.890Z,544.885,-1.598.475,10,2.5,ml,"103 km SSE of Sand Point, Alaska",earthquake
2020-11-08T03:04:50.398Z,545.035,-1.599.071,10,3.3,ml,"100 km SSE of Sand Point, Alaska",earthquake
2020-11-08T03:04:22.908Z,544.119,-1.599.873,10,3,ml,"108 km SSE of Sand Point, Alaska",earthquake
2020-11-08T03:04:22.840Z,52.126,1.730.426,25.34,4.4,mb,"80 km S of Attu Station, Alaska",earthquake
2020-11-08T02:59:38.331Z,323.478,1.416.334,44.29,4.6,mb,"Izu Islands, Japan region",earthquake
2020-11-08T02:47:37.680Z,12.5652,-885.247,35,4.1,mb,"79 km S of Puerto El Triunfo, El Salvador",earthquake
2020-11-08T02:40:05.550Z,36.428,-908.205,15.06,2.62,md,"6 km E of Maynard, Arkansas",earthquake
2020-11-08T02:20:43.120Z,559.315,1.631.743,10,4.3,mb,"54 km SE of Ust’-Kamchatsk Staryy, Russia",earthquake
2020-11-08T01:56:57.036Z,535.061,-1.598.906,10,2.5,ml,"207 km S of Sand Point, Alaska",earthquake
2020-11-08T01:32:34.010Z,405.281.667,-1.248.746.667,10.88,03.02,ml,"52km W of Ferndale, CA",earthquake
2020-11-08T01:23:27.106Z,138.292,-912.238,68.13,4.5,mb,"33 km SSW of La Gomera, Guatemala",earthquake
2020-11-08T00:57:38.541Z,546.994,-1.612.257,16.4,2.9,ml,Alaska Peninsula,earthquake
2020-11-08T00:39:03.272Z,-115.972,1.650.159,11.57,5.3,mww,"128 km SW of Lata, Solomon Islands",earthquake
2020-11-07T23:42:06.726Z,133.566,57.437,10,4.5,mb,Owen Fracture Zone region,earthquake
2020-11-07T23:34:33.767Z,543.458,-159.693,25.6,2.5,ml,"121 km SSE of Sand Point, Alaska",earthquake
2020-11-07T23:13:27.880Z,178.961,-668.636,12,3.13,md,"9 km SSE of Maria Antonia, Puerto Rico",earthquake
2020-11-07T23:12:05.718Z,-606.126,-260.632,10,4.4,mb,South Sandwich Islands region,earthquake
2020-11-07T23:10:56.800Z,179.021,-668.721,14,3.14,md,"8 km SSE of Guánica, Puerto Rico",earthquake
2020-11-07T22:57:25.794Z,-254.077,698.501,10,4.5,mb,Indian Ocean Triple Junction,earthquake
2020-11-07T22:47:31.212Z,-352.546,541.411,10,4.8,mb,South Indian Ocean,earthquake
2020-11-07T22:47:05.981Z,2.0382,966.451,39.41,4.2,mb,"57 km SSE of Sinabang, Indonesia",earthquake
2020-11-07T21:56:29.220Z,403.978.333,-1.250.435,8.88,2.89,md,"65km W of Petrolia, CA",earthquake
2020-11-07T21:30:44.700Z,323.486,1.416.979,9.28,5.2,mww,"Izu Islands, Japan region",earthquake
2020-11-07T20:37:27.777Z,-50.747,1.530.025,41.48,4.9,mb,"114 km SE of Kokopo, Papua New Guinea",earthquake
2020-11-07T20:18:30.838Z,543.811,-1.597.435,25.8,2.7,ml,"116 km SSE of Sand Point, Alaska",earthquake
2020-11-07T20:02:56.620Z,18.155,-68.825,123,3.88,md,"33 km SW of Boca de Yuma, Dominican Republic",earthquake
2020-11-07T19:52:57.300Z,388.345,-1.228.063.333,2.62,2.53,md,"7km W of Cobb, CA",earthquake
2020-11-07T19:10:06.849Z,543.571,-159.685,41.8,2.5,ml,"120 km SSE of Sand Point, Alaska",earthquake
2020-11-07T18:09:18.870Z,179.185,-668.468,10,2.68,md,"8 km SE of Maria Antonia, Puerto Rico",earthquake
2020-11-07T18:06:46.678Z,545.263,-1.597.015,31.12,3.7,mb,"103 km SSE of Sand Point, Alaska",earthquake
2020-11-07T17:17:05.266Z,-208.809,-176.655,257.85,4.9,mb,Fiji region,earthquake
2020-11-07T16:18:27.749Z,549.727,-1.580.296,6.9,3.4,ml,"126 km SSE of Perryville, Alaska",earthquake
2020-11-07T15:38:08.021Z,545.098,-1.598.745,6.7,2.9,ml,"100 km SSE of Sand Point, Alaska",earthquake
2020-11-07T15:03:54.605Z,615.165,-1.499.173,42.6,4.4,ml,"2 km ESE of Big Lake, Alaska",earthquake
2020-11-07T14:02:43.006Z,-62.304,-582.084,10,4,mb,South Shetland Islands,earthquake
2020-11-07T13:10:16.047Z,-623.202,-582.556,10,4.3,mb,South Shetland Islands,earthquake
2020-11-07T12:56:04.098Z,-62.283,-583.277,10,4.7,mb,South Shetland Islands,earthquake
2020-11-07T12:27:28.736Z,615.348,-1.499.027,37.7,4,ml,"3 km ENE of Big Lake, Alaska",earthquake
2020-11-07T12:23:12.052Z,615.193,-1.499.162,40.3,5.1,ml,"2 km E of Big Lake, Alaska",earthquake
2020-11-07T12:16:42.275Z,-61.621,1.490.443,71.33,4.4,mb,"55 km W of Kandrian, Papua New Guinea",earthquake
2020-11-07T12:15:41.776Z,513.766,-1.790.503,46.78,4.7,mb,"176 km WSW of Adak, Alaska",earthquake
2020-11-07T11:59:47.603Z,544.428,-1.615.574,190,2.6,ml,"84 km SE of King Cove, Alaska",earthquake
2020-11-07T11:39:25.670Z,179.765,-668.501,13,2.78,md,"3 km WSW of Indios, Puerto Rico",earthquake
2020-11-07T10:44:15.614Z,536.018,-1.602.284,10.9,2.5,ml,"193 km S of Sand Point, Alaska",earthquake
2020-11-07T10:09:25.793Z,21.788,734.523,10,3.8,mb,"10 km SSW of Rājpīpla, India",earthquake
2020-11-07T09:35:46.659Z,444.343,-1.152.394,10,3.1,ml,"34 km NW of Stanley, Idaho",earthquake
2020-11-07T09:27:04.769Z,-152.741,-1.735.606,29.3,6.1,mww,"79 km NNE of Hihifo, Tonga",earthquake
2020-11-07T08:12:48.139Z,442.733,-1.150.279,10,2.8,ml,"9 km NW of Stanley, Idaho",earthquake
2020-11-07T08:06:55.133Z,324.057,1.416.414,10,4.7,mb,"Izu Islands, Japan region",earthquake
2020-11-07T08:00:50.678Z,4.7081,1.278.284,148.92,4.3,mb,"258 km SE of Pondaguitan, Philippines",earthquake
2020-11-07T08:00:22.105Z,443.213,-1.151.886,10,2.8,ml,"23 km WNW of Stanley, Idaho",earthquake
2020-11-07T06:55:41.511Z,256.031,1.434.787,10,4.6,mb,"Volcano Islands, Japan region",earthquake
2020-11-07T06:29:37.576Z,534.971,-1.654.516,30.8,2.7,ml,"74 km SSE of Akutan, Alaska",earthquake
2020-11-07T06:19:11.529Z,139.453,929.836,10,4.5,mb,"250 km N of Bamboo Flat, India",earthquake
2020-11-07T06:07:52.536Z,589.264,-1.543.777,125.5,2.7,ml,"61 km SSE of Kokhanok, Alaska",earthquake
2020-11-07T05:53:56.100Z,179.386,-66.893,14,2.58,md,"3 km SSE of Guánica, Puerto Rico",earthquake
2020-11-07T05:44:30.530Z,-48.881,1.311.124,47.54,4.2,mb,"199 km WNW of Tual, Indonesia",earthquake
2020-11-07T05:43:17.644Z,151.893,-1.044.321,10,4.4,mb,"off the coast of Michoacan, Mexico",earthquake
2020-11-07T05:42:02.457Z,546.152,-1.597.234,12.5,2.6,ml,"94 km SSE of Sand Point, Alaska",earthquake
2020-11-07T05:39:50.330Z,403.095,-1.221.088.333,15.81,2.68,md,"18km NE of Red Bluff, CA",earthquake
2020-11-07T05:26:16.973Z,800.166,-10.692,10,4.1,mb,north of Svalbard,earthquake
2020-11-07T05:19:03.107Z,7.912,-830.258,12.67,4.6,mb,"22 km SW of Punta de Burica, Panama",earthquake
2020-11-07T04:53:57.460Z,179.531,-670.225,7,2.72,md,"3 km SE of La Parguera, Puerto Rico",earthquake
2020-11-07T04:42:33.018Z,54.522,-1.598.139,20.6,2.5,ml,"100 km SSE of Sand Point, Alaska",earthquake
2020-11-07T04:18:13.391Z,531.231,-1.606.006,10,2.7,ml,"243 km SSE of King Cove, Alaska",earthquake
2020-11-07T03:37:20.370Z,192.405,-155.426.166.666.667,31.83,2.74,md,"6 km NE of Pāhala, Hawaii",earthquake
2020-11-07T03:35:16.079Z,317.146,-1.045.373,5,2.5,ml,"53 km SSW of Whites City, New Mexico",earthquake
2020-11-07T03:32:09.311Z,541.087,-1.605.069,10,2.8,ml,"136 km S of Sand Point, Alaska",earthquake
2020-11-07T02:43:42.526Z,556.109,-1.492.997,6.6,2.7,ml,"288 km SE of Chiniak, Alaska",earthquake
2020-11-07T02:28:47.725Z,533.908,-160.413,25.3,2.6,ml,"216 km S of Sand Point, Alaska",earthquake
2020-11-07T02:13:18.950Z,178.953,-66.93,9,2.59,md,"8 km SSW of Guánica, Puerto Rico",earthquake
2020-11-07T01:59:57.233Z,256.691,1.435.348,22.52,4.3,mb,"Volcano Islands, Japan region",earthquake
2020-11-07T01:17:15.284Z,534.232,-1.634.961,48.7,2.9,ml,"159 km S of False Pass, Alaska",earthquake
2020-11-07T01:10:32.164Z,256.893,1.436.273,17.76,5.8,mww,"Volcano Islands, Japan region",earthquake
2020-11-07T00:40:22.521Z,541.558,-1.600.666,10,2.7,ml,"134 km SSE of Sand Point, Alaska",earthquake
2020-11-07T00:23:29.681Z,283.169,104.992,10,4.6,mb,"31 km ESE of Xunchang, China",earthquake
2020-11-07T00:16:51.919Z,364.418,711.233,231.29,4.3,mb,"45 km SW of Ashkāsham, Afghanistan",earthquake
2020-11-07T00:08:33.703Z,544.075,-1.599.506,8.62,3.2,ml,"109 km SSE of Sand Point, Alaska",earthquake
2020-11-06T23:54:02.780Z,-621.992,-581.334,10,4.6,mb,South Shetland Islands,earthquake
2020-11-06T23:49:18.964Z,-622.446,-581.635,10.82,6,mww,South Shetland Islands,earthquake
2020-11-06T23:41:47.235Z,-19.522,1.193.325,10,4.9,mb,"94 km NNE of Mamuju, Indonesia",earthquake
2020-11-06T23:21:19.514Z,539.425,-1.647.017,42.04,3,ml,"73 km ESE of Akutan, Alaska",earthquake
2020-11-06T22:59:17.883Z,335.483,757.314,10,4.3,mb,"26 km N of Kishtwār, India",earthquake
2020-11-06T22:55:15.167Z,534.708,-1.650.805,31.56,2.8,ml,"86 km SSE of Akutan, Alaska",earthquake
2020-11-06T21:35:37.906Z,539.174,-1.595.883,10,3.1,ml,"168 km SSE of Sand Point, Alaska",earthquake
2020-11-06T21:08:31.640Z,546.226,-1.596.536,22.32,3,ml,"96 km SE of Sand Point, Alaska",earthquake
2020-11-06T21:06:37.714Z,310.982,-1.032.808,1.87,3.1,ml,"26 km SW of Coyanosa, Texas",earthquake
2020-11-06T20:27:37.040Z,32.967,-1.159.423.333,10.84,2.58,ml,"26km N of Ocotillo, CA",earthquake
2020-11-06T20:22:10.370Z,443.235,-1.151.851,17.79,2.8,ml,"22 km WNW of Stanley, Idaho",earthquake
2020-11-06T20:00:49.146Z,533.008,-1.599.348,33,2.8,ml,"229 km S of Sand Point, Alaska",earthquake
2020-11-06T19:58:44.075Z,534.215,-160.034,27.5,3.2,ml,"215 km S of Sand Point, Alaska",earthquake
2020-11-06T19:46:23.895Z,615.809,-1.524.524,4,3.1,ml,"71 km SW of Skwentna, Alaska",earthquake
2020-11-06T19:37:20.435Z,311.042,-103.251,2.62,3.3,ml,"23 km SW of Coyanosa, Texas",earthquake
2020-11-06T19:33:03.714Z,442.987,-1.152.241,16.14,2.8,ml,"24 km WNW of Stanley, Idaho",earthquake
2020-11-06T19:29:35.873Z,443.169,-1.152.477,10,4,mb,"27 km WNW of Stanley, Idaho",earthquake
2020-11-06T18:38:09.344Z,611.259,-150.584,54,2.9,ml,"23 km NNE of Point Possession, Alaska",earthquake
2020-11-06T17:16:54.031Z,409.118,1.433.526,16.83,5.2,mww,"163 km ENE of Hachinohe, Japan",earthquake
2020-11-06T17:03:00.742Z,543.366,-1.596.764,20.7,2.5,ml,"123 km SSE of Sand Point, Alaska",earthquake
2020-11-06T16:59:25.270Z,192.046,-642.918,21,3.64,md,"110 km NNE of Cruz Bay, U.S. Virgin Islands",earthquake
2020-11-06T16:50:53.350Z,-211.693,-680.364,181.51,4.7,mb,"148 km WSW of Uyuni, Bolivia",earthquake
2020-11-06T16:34:05.008Z,444.519,-1.151.675,10,2.7,ml,"31 km NW of Stanley, Idaho",earthquake
2020-11-06T16:14:27.818Z,409.427,1.433.463,43.47,4.6,mb,"163 km ENE of Hachinohe, Japan",earthquake
2020-11-06T16:02:59.726Z,515.799,-1.757.716,63.9,3.9,mb,"67 km ESE of Adak, Alaska",earthquake
2020-11-06T15:42:39.074Z,534.828,-1.654.169,25.7,2.6,ml,"Fox Islands, Aleutian Islands, Alaska",earthquake
2020-11-06T15:31:49.999Z,542.327,-1.598.088,19.9,2.8,ml,"130 km SSE of Sand Point, Alaska",earthquake
2020-11-06T14:19:30.737Z,381.663,-117.895,8.8,2.6,ml,"31 km SE of Mina, Nevada",earthquake
2020-11-06T13:37:02.922Z,544.463,-1.595.796,25.6,2.7,ml,"115 km SSE of Sand Point, Alaska",earthquake
2020-11-06T11:18:38.317Z,596.543,-153.281,107.9,2.7,ml,"48 km ESE of Pedro Bay, Alaska",earthquake
2020-11-06T11:06:45.445Z,589.958,-1.531.639,68.6,2.5,ml,"81 km WSW of Nanwalek, Alaska",earthquake
2020-11-06T10:55:09.000Z,533.777,-1.599.129,7.6,2.9,ml,"221 km S of Sand Point, Alaska",earthquake
2020-11-06T10:22:48.399Z,6.9128,-730.505,146.46,4.3,mb,"8 km S of Piedecuesta, Colombia",earthquake
2020-11-06T09:17:07.290Z,409.587,1.431.809,26.2,4.9,mb,"150 km ENE of Hachinohe, Japan",earthquake
2020-11-06T09:12:17.370Z,179.568,-671.036,9,2.58,md,"6 km WSW of La Parguera, Puerto Rico",earthquake
2020-11-06T09:05:27.401Z,540.373,-1.596.568,23.16,4.5,mb,"154 km SSE of Sand Point, Alaska",earthquake
2020-11-06T08:56:38.063Z,409.903,143.255,12,5.5,mww,"157 km ENE of Hachinohe, Japan",earthquake
2020-11-06T08:37:00.249Z,381.639,-117.827,7.1,2.5,ml,"35 km SE of Mina, Nevada",earthquake
2020-11-06T08:25:08.680Z,402.926.667,-124.572,19.83,2.97,ml,"25km W of Petrolia, CA",earthquake
2020-11-06T08:22:50.386Z,545.712,-1.596.096,22.74,3,ml,"102 km SSE of Sand Point, Alaska",earthquake
2020-11-06T08:05:29.960Z,190.935,-679.945,11,3.37,md,"71 km NE of Punta Cana, Dominican Republic",earthquake
2020-11-06T07:58:38.617Z,543.354,-1.596.186,29.54,2.9,ml,"124 km SSE of Sand Point, Alaska",earthquake
2020-11-06T07:38:53.278Z,401.224,71.618,19,4.7,mww,"22 km NW of Shohimardon, Uzbekistan",earthquake
2020-11-06T07:16:16.300Z,-87.058,-747.508,136.37,4.3,mb,"8 km NNW of Honoria, Peru",earthquake
2020-11-06T07:11:06.761Z,541.092,-159.83,19.82,2.9,ml,"143 km SSE of Sand Point, Alaska",earthquake
2020-11-06T06:57:30.545Z,543.861,-1.597.987,23.36,2.6,ml,"114 km SSE of Sand Point, Alaska",earthquake
2020-11-06T06:20:08.211Z,-74.648,128.415,144.01,4.9,mww,"195 km NE of Lospalos, Timor Leste",earthquake
2020-11-06T06:20:06.318Z,316.261,-1.091.419,19.7,3,ml,"25 km SSW of Rodeo, New Mexico",earthquake
2020-11-06T05:15:39.471Z,-58.036,1.466.645,53.94,4.4,mb,"103 km ENE of Kainantu, Papua New Guinea",earthquake
2020-11-06T03:29:36.474Z,516.925,-1.771.138,80.53,2.8,ml,"38 km WSW of Adak, Alaska",earthquake
2020-11-06T03:13:07.493Z,539.143,-1.647.004,24.91,3.3,ml,"74 km ESE of Akutan, Alaska",earthquake
2020-11-06T03:06:50.176Z,25.123,963.083,46.83,4.3,mb,"113 km WSW of Myitkyina, Myanmar",earthquake
2020-11-06T03:06:24.886Z,543.093,-1.597.039,23.7,3.1,ml,"125 km SSE of Sand Point, Alaska",earthquake
2020-11-06T02:38:26.556Z,545.803,-1.598.242,20.51,2.8,ml,"94 km SSE of Sand Point, Alaska",earthquake
2020-11-06T01:40:17.970Z,231.417,1.220.552,19.97,4.8,mww,"103 km SSE of Hualien City, Taiwan",earthquake
2020-11-06T01:39:36.754Z,10.6585,-864.583,10,4.6,mb,"90 km W of Sardinal, Costa Rica",earthquake
2020-11-06T00:52:26.020Z,179.446,-669.555,7,3.2,md,"5 km WSW of Guánica, Puerto Rico",earthquake
2020-11-05T23:47:18.135Z,445.339,-1.152.749,10,2.7,ml,"44 km NW of Stanley, Idaho",earthquake
2020-11-05T23:46:12.670Z,178.766,-668.671,12,2.82,md,"11 km SSE of Guánica, Puerto Rico",earthquake
2020-11-05T23:36:30.100Z,179.685,-669.843,7,2.58,md,"6 km E of La Parguera, Puerto Rico",earthquake
2020-11-05T22:24:31.894Z,544.538,-1.637.156,85.22,2.9,ml,"48 km SSW of False Pass, Alaska",earthquake
2020-11-05T22:16:27.221Z,399.244,23.973,10,4.9,mb,"12 km SSE of Sykiá, Greece",earthquake
2020-11-05T21:57:06.522Z,42.323,-1.260.181,10,3.4,ml,"131 km W of Gold Beach, Oregon",earthquake
2020-11-05T21:57:02.749Z,-65.928,146.971,19.15,5.1,mww,"14 km N of Lae, Papua New Guinea",earthquake
2020-11-05T21:45:17.191Z,291.134,-97.801,5.89,2.6,mb_lg,"17 km SSW of Nixon, Texas",earthquake
2020-11-05T21:35:39.177Z,543.243,-1.598.474,21.68,3.4,ml,"120 km SSE of Sand Point, Alaska",earthquake
2020-11-05T20:39:58.321Z,615.231,-1.496.784,24,2.5,ml,"4 km WNW of Knik-Fairview, Alaska",earthquake
2020-11-05T20:00:40.528Z,580.583,-1.550.894,100.9,2.6,ml,"66 km NW of Karluk, Alaska",earthquake
2020-11-05T19:42:49.565Z,401.287,1.405.733,34.7,4.3,mb,"15 km S of Ōdate, Japan",earthquake
2020-11-05T19:00:47.631Z,-72.498,1.266.545,334.66,4.3,mb,"137 km N of Baukau, Timor Leste",earthquake
2020-11-05T18:36:13.125Z,226.207,1.213.709,26.83,4.9,mb,"93 km NE of Hengchun, Taiwan",earthquake
2020-11-05T18:35:58.650Z,193.318.333.333.333,-1.551.715,6.37,2.96,ml,"13 km SSE of Volcano, Hawaii",earthquake
2020-11-05T18:26:17.670Z,-436.132,1.723.557,10,4,mb,"3 km E of Burnham, New Zealand",earthquake
2020-11-05T18:14:30.970Z,357.338.333,-1.177.263.333,6.77,2.7,ml,"12km NE of Inyokern, CA",earthquake
2020-11-05T18:03:16.352Z,54.286,-1.596.578,10,3.3,ml,"128 km SSE of Sand Point, Alaska",earthquake
2020-11-05T17:27:07.611Z,511.564,1.516.392,429.51,4.2,mb,Sea of Okhotsk,earthquake
2020-11-05T17:21:56.481Z,-72.017,1.240.654,600.56,4.4,mb,"200 km NW of Maubara, Timor Leste",earthquake
2020-11-05T16:39:11.005Z,290.627,-978.258,5,2.6,mb_lg,"20 km ENE of Falls City, Texas",earthquake
2020-11-05T16:17:44.682Z,545.049,-1.653.297,120.23,4.5,mb,"50 km NE of Akutan, Alaska",earthquake
2020-11-05T16:12:18.498Z,546.182,-1.596.611,21.3,2.7,ml,south of Alaska,earthquake
2020-11-05T16:11:34.540Z,356.376.667,-1.174.506.667,7.97,2.57,ml,"15km SSW of Searles Valley, CA",earthquake
2020-11-05T15:20:14.046Z,546.369,-1.596.946,23.7,2.5,ml,"93 km SSE of Sand Point, Alaska",earthquake
2020-11-05T14:01:38.020Z,192.338.333.333.333,-155.410.833.333.333,31.21,2.76,ml,"7 km ENE of Pāhala, Hawaii",earthquake
2020-11-05T13:56:18.595Z,520.074,1.789.704,118.52,4.1,mb,"Rat Islands, Aleutian Islands, Alaska",earthquake
2020-11-05T13:41:01.239Z,546.408,-1.596.388,23.4,2.5,ml,"95 km SE of Sand Point, Alaska",earthquake
2020-11-05T13:34:52.390Z,545.463,-159.626,23.6,2.5,ml,"104 km SSE of Sand Point, Alaska",earthquake
2020-11-05T13:30:11.188Z,54.591,-1.596.132,28.3,2.6,ml,south of Alaska,earthquake
